timestamp,resource,metric_name,value,unit,alarm_name,alarm_state
23/07/2026 09:00,MediCore-Web-VM-01,NetworkIn,3926885,Bytes,,OK
23/07/2026 09:00,MediCore-Web-VM-01,NetworkOut,2915589,Bytes,,OK
23/07/2026 09:00,MediCore-Web-VM-01,FailedSSHAttempts,0,Count,,OK
23/07/2026 09:00,medicore-db,CPUUtilization,23.13,Percent,,OK
23/07/2026 10:00,MediCore-Web-VM-01,CPUUtilization,31.35,Percent,,OK
23/07/2026 10:00,MediCore-Web-VM-01,NetworkIn,3350852,Bytes,,OK
23/07/2026 10:00,MediCore-Web-VM-01,NetworkOut,3119184,Bytes,,OK
23/07/2026 10:00,MediCore-Web-VM-01,FailedSSHAttempts,0,Count,,OK
23/07/2026 10:00,medicore-db,CPUUtilization,21.49,Percent,,OK
23/07/2026 11:00,MediCore-Web-VM-01,CPUUtilization,29.54,Percent,,OK
23/07/2026 11:00,MediCore-Web-VM-01,NetworkIn,3542147,Bytes,,OK
23/07/2026 11:00,MediCore-Web-VM-01,NetworkOut,2084683,Bytes,,OK
23/07/2026 11:00,MediCore-Web-VM-01,FailedSSHAttempts,1,Count,,OK
23/07/2026 11:00,medicore-db,CPUUtilization,21,Percent,,OK
23/07/2026 12:00,MediCore-Web-VM-01,CPUUtilization,32.11,Percent,,OK
23/07/2026 12:00,MediCore-Web-VM-01,NetworkIn,3324151,Bytes,,OK
23/07/2026 12:00,MediCore-Web-VM-01,NetworkOut,3015080,Bytes,,OK
23/07/2026 12:00,MediCore-Web-VM-01,FailedSSHAttempts,0,Count,,OK
23/07/2026 12:00,medicore-db,CPUUtilization,23.25,Percent,,OK
23/07/2026 13:00,MediCore-Web-VM-01,CPUUtilization,30.81,Percent,,OK
23/07/2026 13:00,MediCore-Web-VM-01,NetworkIn,3926128,Bytes,,OK
23/07/2026 13:00,MediCore-Web-VM-01,NetworkOut,2907821,Bytes,,OK
23/07/2026 13:00,MediCore-Web-VM-01,FailedSSHAttempts,0,Count,,OK
23/07/2026 13:00,medicore-db,CPUUtilization,19.83,Percent,,OK
23/07/2026 14:00,MediCore-Web-VM-01,CPUUtilization,19.9,Percent,,OK
23/07/2026 14:00,MediCore-Web-VM-01,NetworkIn,3373967,Bytes,,OK
23/07/2026 14:00,MediCore-Web-VM-01,NetworkOut,7741935,Bytes,,OK
23/07/2026 14:00,MediCore-Web-VM-01,FailedSSHAttempts,0,Count,,OK
23/07/2026 14:00,medicore-db,CPUUtilization,11.8,Percent,,OK
23/07/2026 15:00,MediCore-Web-VM-01,CPUUtilization,17.38,Percent,,OK
23/07/2026 15:00,MediCore-Web-VM-01,NetworkIn,2687379,Bytes,,OK
23/07/2026 15:00,MediCore-Web-VM-01,NetworkOut,3057513,Bytes,,OK
23/07/2026 15:00,MediCore-Web-VM-01,FailedSSHAttempts,0,Count,,OK
23/07/2026 15:00,medicore-db,CPUUtilization,15.74,Percent,,OK
23/07/2026 16:00,MediCore-Web-VM-01,CPUUtilization,15.74,Percent,,OK
23/07/2026 16:00,MediCore-Web-VM-01,NetworkIn,5330833,Bytes,,OK
23/07/2026 16:00,MediCore-Web-VM-01,NetworkOut,2969669,Bytes,,OK
23/07/2026 16:00,MediCore-Web-VM-01,FailedSSHAttempts,0,Count,,OK
23/07/2026 16:00,medicore-db,CPUUtilization,15.61,Percent,,OK
23/07/2026 17:00,MediCore-Web-VM-01,CPUUtilization,7.33,Percent,,OK
23/07/2026 17:00,MediCore-Web-VM-01,NetworkIn,2893166,Bytes,,OK
23/07/2026 17:00,MediCore-Web-VM-01,NetworkOut,3447519,Bytes,,OK
23/07/2026 17:00,MediCore-Web-VM-01,FailedSSHAttempts,1,Count,,OK
23/07/2026 17:00,medicore-db,CPUUtilization,13.25,Percent,,OK
23/07/2026 18:00,MediCore-Web-VM-01,CPUUtilization,16.72,Percent,,OK
23/07/2026 18:00,MediCore-Web-VM-01,NetworkIn,3417394,Bytes,,OK
23/07/2026 18:00,MediCore-Web-VM-01,NetworkOut,1895424,Bytes,,OK
23/07/2026 18:00,MediCore-Web-VM-01,FailedSSHAttempts,0,Count,,OK
23/07/2026 18:00,medicore-db,CPUUtilization,16.16,Percent,,OK
23/07/2026 19:00,MediCore-Web-VM-01,CPUUtilization,4.9,Percent,,OK
23/07/2026 19:00,MediCore-Web-VM-01,NetworkIn,20836955,Bytes,High-NetworkIn-WebVM,ALARM
23/07/2026 19:00,MediCore-Web-VM-01,NetworkOut,33008,Bytes,,OK
23/07/2026 19:00,MediCore-Web-VM-01,FailedSSHAttempts,1,Count,,OK
23/07/2026 19:00,medicore-db,CPUUtilization,7.5,Percent,,OK
23/07/2026 20:00,MediCore-Web-VM-01,CPUUtilization,3.63,Percent,,OK
23/07/2026 20:00,MediCore-Web-VM-01,NetworkIn,1110023,Bytes,,OK
23/07/2026 20:00,MediCore-Web-VM-01,NetworkOut,0,Bytes,,OK
23/07/2026 20:00,MediCore-Web-VM-01,FailedSSHAttempts,0,Count,,OK
23/07/2026 20:00,medicore-db,CPUUtilization,32.1,Percent,,OK
23/07/2026 21:00,MediCore-Web-VM-01,CPUUtilization,11.26,Percent,,OK
23/07/2026 21:00,MediCore-Web-VM-01,NetworkIn,747640,Bytes,,OK
23/07/2026 21:00,MediCore-Web-VM-01,NetworkOut,1787655,Bytes,,OK
23/07/2026 21:00,MediCore-Web-VM-01,FailedSSHAttempts,0,Count,,OK
23/07/2026 21:00,medicore-db,CPUUtilization,5.4,Percent,,OK
23/07/2026 22:00,MediCore-Web-VM-01,CPUUtilization,13.96,Percent,,OK
23/07/2026 22:00,MediCore-Web-VM-01,NetworkIn,1105983,Bytes,,OK
23/07/2026 22:00,MediCore-Web-VM-01,NetworkOut,1305404,Bytes,,OK
23/07/2026 22:00,MediCore-Web-VM-01,FailedSSHAttempts,1,Count,,OK
23/07/2026 22:00,medicore-db,CPUUtilization,7.25,Percent,,OK
23/07/2026 23:00,MediCore-Web-VM-01,CPUUtilization,4.48,Percent,,OK
23/07/2026 23:00,MediCore-Web-VM-01,NetworkIn,19503897,Bytes,High-NetworkIn-WebVM,ALARM
23/07/2026 23:00,MediCore-Web-VM-01,NetworkOut,684921,Bytes,,OK
23/07/2026 23:00,MediCore-Web-VM-01,FailedSSHAttempts,1,Count,,OK
23/07/2026 23:00,medicore-db,CPUUtilization,12.45,Percent,,OK
24/07/2026 00:00,MediCore-Web-VM-01,CPUUtilization,17.55,Percent,,OK
24/07/2026 00:00,MediCore-Web-VM-01,NetworkIn,2523971,Bytes,,OK
24/07/2026 00:00,MediCore-Web-VM-01,NetworkOut,668951,Bytes,,OK
24/07/2026 00:00,MediCore-Web-VM-01,FailedSSHAttempts,0,Count,,OK
24/07/2026 00:00,medicore-db,CPUUtilization,4.45,Percent,,OK
24/07/2026 01:00,MediCore-Web-VM-01,CPUUtilization,14.08,Percent,,OK
24/07/2026 01:00,MediCore-Web-VM-01,NetworkIn,21286929,Bytes,High-NetworkIn-WebVM,ALARM
24/07/2026 01:00,MediCore-Web-VM-01,NetworkOut,719094,Bytes,,OK
24/07/2026 01:00,MediCore-Web-VM-01,FailedSSHAttempts,1,Count,,OK
24/07/2026 01:00,medicore-db,CPUUtilization,9.23,Percent,,OK
24/07/2026 02:00,MediCore-Web-VM-01,CPUUtilization,16.53,Percent,,OK
24/07/2026 02:00,MediCore-Web-VM-01,NetworkIn,122233,Bytes,,OK
24/07/2026 02:00,MediCore-Web-VM-01,NetworkOut,156861,Bytes,,OK
24/07/2026 02:00,MediCore-Web-VM-01,FailedSSHAttempts,0,Count,,OK
24/07/2026 02:00,medicore-db,CPUUtilization,8.69,Percent,,OK
24/07/2026 03:00,MediCore-Web-VM-01,CPUUtilization,26.94,Percent,,OK
24/07/2026 03:00,MediCore-Web-VM-01,NetworkIn,455618,Bytes,,OK
24/07/2026 03:00,MediCore-Web-VM-01,NetworkOut,463295,Bytes,,OK
24/07/2026 03:00,MediCore-Web-VM-01,FailedSSHAttempts,1,Count,,OK
24/07/2026 03:00,medicore-db,CPUUtilization,8.75,Percent,,OK
24/07/2026 04:00,MediCore-Web-VM-01,CPUUtilization,10.76,Percent,,OK
24/07/2026 04:00,MediCore-Web-VM-01,NetworkIn,2651857,Bytes,,OK
24/07/2026 04:00,MediCore-Web-VM-01,NetworkOut,440307,Bytes,,OK
24/07/2026 04:00,MediCore-Web-VM-01,FailedSSHAttempts,4,Count,Failed-SSH-Attempts,ALARM
24/07/2026 04:00,medicore-db,CPUUtilization,10.24,Percent,,OK
24/07/2026 05:00,MediCore-Web-VM-01,CPUUtilization,19.33,Percent,,OK
24/07/2026 05:00,MediCore-Web-VM-01,NetworkIn,1377617,Bytes,,OK
24/07/2026 05:00,MediCore-Web-VM-01,NetworkOut,1133846,Bytes,,OK
24/07/2026 05:00,MediCore-Web-VM-01,FailedSSHAttempts,0,Count,,OK
24/07/2026 05:00,medicore-db,CPUUtilization,7.68,Percent,,OK
24/07/2026 06:00,MediCore-Web-VM-01,CPUUtilization,23.35,Percent,,OK
24/07/2026 06:00,MediCore-Web-VM-01,NetworkIn,1463970,Bytes,,OK
24/07/2026 06:00,MediCore-Web-VM-01,NetworkOut,885368,Bytes,,OK
24/07/2026 06:00,MediCore-Web-VM-01,FailedSSHAttempts,1,Count,,OK
24/07/2026 06:00,medicore-db,CPUUtilization,6.97,Percent,,OK
24/07/2026 07:00,MediCore-Web-VM-01,CPUUtilization,24.86,Percent,,OK
24/07/2026 07:00,MediCore-Web-VM-01,NetworkIn,3101162,Bytes,,OK
24/07/2026 07:00,MediCore-Web-VM-01,NetworkOut,765140,Bytes,,OK
24/07/2026 07:00,MediCore-Web-VM-01,FailedSSHAttempts,0,Count,,OK
24/07/2026 07:00,medicore-db,CPUUtilization,5.82,Percent,,OK
24/07/2026 08:00,MediCore-Web-VM-01,CPUUtilization,36.73,Percent,,OK
24/07/2026 08:00,MediCore-Web-VM-01,NetworkIn,4816064,Bytes,,OK
24/07/2026 08:00,MediCore-Web-VM-01,NetworkOut,2897772,Bytes,,OK
24/07/2026 08:00,MediCore-Web-VM-01,FailedSSHAttempts,1,Count,,OK
24/07/2026 08:00,medicore-db,CPUUtilization,22.48,Percent,,OK
24/07/2026 09:00,MediCore-Web-VM-01,CPUUtilization,70.89,Percent,,OK
24/07/2026 09:00,MediCore-Web-VM-01,NetworkIn,4666372,Bytes,,OK
24/07/2026 09:00,MediCore-Web-VM-01,NetworkOut,3550577,Bytes,,OK
24/07/2026 09:00,MediCore-Web-VM-01,FailedSSHAttempts,0,Count,,OK
24/07/2026 09:00,medicore-db,CPUUtilization,18.58,Percent,,OK
24/07/2026 10:00,MediCore-Web-VM-01,CPUUtilization,26.53,Percent,,OK
24/07/2026 10:00,MediCore-Web-VM-01,NetworkIn,4667187,Bytes,,OK
24/07/2026 10:00,MediCore-Web-VM-01,NetworkOut,15635237,Bytes,High-NetworkOut-WebVM,ALARM
24/07/2026 10:00,MediCore-Web-VM-01,FailedSSHAttempts,1,Count,,OK
24/07/2026 10:00,medicore-db,CPUUtilization,50.92,Percent,,OK
24/07/2026 11:00,MediCore-Web-VM-01,CPUUtilization,32.59,Percent,,OK
24/07/2026 11:00,MediCore-Web-VM-01,NetworkIn,4246013,Bytes,,OK
24/07/2026 11:00,MediCore-Web-VM-01,NetworkOut,3535075,Bytes,,OK
24/07/2026 11:00,MediCore-Web-VM-01,FailedSSHAttempts,0,Count,,OK
24/07/2026 11:00,medicore-db,CPUUtilization,20.26,Percent,,OK
24/07/2026 12:00,MediCore-Web-VM-01,CPUUtilization,22.62,Percent,,OK
24/07/2026 12:00,MediCore-Web-VM-01,NetworkIn,2674469,Bytes,,OK
24/07/2026 12:00,MediCore-Web-VM-01,NetworkOut,3106646,Bytes,,OK
24/07/2026 12:00,MediCore-Web-VM-01,FailedSSHAttempts,0,Count,,OK
24/07/2026 12:00,medicore-db,CPUUtilization,17.57,Percent,,OK
24/07/2026 13:00,MediCore-Web-VM-01,CPUUtilization,15.37,Percent,,OK
24/07/2026 13:00,MediCore-Web-VM-01,NetworkIn,4580632,Bytes,,OK
24/07/2026 13:00,MediCore-Web-VM-01,NetworkOut,2903086,Bytes,,OK
24/07/2026 13:00,MediCore-Web-VM-01,FailedSSHAttempts,0,Count,,OK
24/07/2026 13:00,medicore-db,CPUUtilization,15.71,Percent,,OK
24/07/2026 14:00,MediCore-Web-VM-01,CPUUtilization,21.3,Percent,,OK
24/07/2026 14:00,MediCore-Web-VM-01,NetworkIn,1886341,Bytes,,OK
24/07/2026 14:00,MediCore-Web-VM-01,NetworkOut,3091924,Bytes,,OK
24/07/2026 14:00,MediCore-Web-VM-01,FailedSSHAttempts,0,Count,,OK
24/07/2026 14:00,medicore-db,CPUUtilization,18.83,Percent,,OK
24/07/2026 15:00,MediCore-Web-VM-01,CPUUtilization,22.96,Percent,,OK
24/07/2026 15:00,MediCore-Web-VM-01,NetworkIn,4742146,Bytes,,OK
24/07/2026 15:00,MediCore-Web-VM-01,NetworkOut,4379830,Bytes,,OK
24/07/2026 15:00,MediCore-Web-VM-01,FailedSSHAttempts,0,Count,,OK
24/07/2026 15:00,medicore-db,CPUUtilization,15.08,Percent,,OK
24/07/2026 16:00,MediCore-Web-VM-01,CPUUtilization,13.87,Percent,,OK
24/07/2026 16:00,MediCore-Web-VM-01,NetworkIn,20113501,Bytes,High-NetworkIn-WebVM,ALARM
24/07/2026 16:00,MediCore-Web-VM-01,NetworkOut,3560515,Bytes,,OK
24/07/2026 16:00,MediCore-Web-VM-01,FailedSSHAttempts,0,Count,,OK
24/07/2026 16:00,medicore-db,CPUUtilization,16.77,Percent,,OK
24/07/2026 17:00,MediCore-Web-VM-01,CPUUtilization,12.05,Percent,,OK
24/07/2026 17:00,MediCore-Web-VM-01,NetworkIn,4510079,Bytes,,OK
24/07/2026 17:00,MediCore-Web-VM-01,NetworkOut,2755901,Bytes,,OK
24/07/2026 17:00,MediCore-Web-VM-01,FailedSSHAttempts,1,Count,,OK
24/07/2026 17:00,medicore-db,CPUUtilization,21.38,Percent,,OK
24/07/2026 18:00,MediCore-Web-VM-01,CPUUtilization,17.95,Percent,,OK
24/07/2026 18:00,MediCore-Web-VM-01,NetworkIn,2292827,Bytes,,OK
24/07/2026 18:00,MediCore-Web-VM-01,NetworkOut,2932860,Bytes,,OK
24/07/2026 18:00,MediCore-Web-VM-01,FailedSSHAttempts,0,Count,,OK
24/07/2026 18:00,medicore-db,CPUUtilization,17.69,Percent,,OK
24/07/2026 19:00,MediCore-Web-VM-01,CPUUtilization,7.17,Percent,,OK
24/07/2026 19:00,MediCore-Web-VM-01,NetworkIn,1262060,Bytes,,OK
24/07/2026 19:00,MediCore-Web-VM-01,NetworkOut,998657,Bytes,,OK
24/07/2026 19:00,MediCore-Web-VM-01,FailedSSHAttempts,1,Count,,OK
24/07/2026 19:00,medicore-db,CPUUtilization,11.71,Percent,,OK
24/07/2026 20:00,MediCore-Web-VM-01,CPUUtilization,5.38,Percent,,OK
24/07/2026 20:00,MediCore-Web-VM-01,NetworkIn,190962,Bytes,,OK
24/07/2026 20:00,MediCore-Web-VM-01,NetworkOut,795273,Bytes,,OK
24/07/2026 20:00,MediCore-Web-VM-01,FailedSSHAttempts,0,Count,,OK
24/07/2026 20:00,medicore-db,CPUUtilization,7.63,Percent,,OK
24/07/2026 21:00,MediCore-Web-VM-01,CPUUtilization,11.1,Percent,,OK
24/07/2026 21:00,MediCore-Web-VM-01,NetworkIn,940586,Bytes,,OK
24/07/2026 21:00,MediCore-Web-VM-01,NetworkOut,1951903,Bytes,,OK
24/07/2026 21:00,MediCore-Web-VM-01,FailedSSHAttempts,1,Count,,OK
24/07/2026 21:00,medicore-db,CPUUtilization,7.04,Percent,,OK
24/07/2026 22:00,MediCore-Web-VM-01,CPUUtilization,8.88,Percent,,OK
24/07/2026 22:00,MediCore-Web-VM-01,NetworkIn,367411,Bytes,,OK
24/07/2026 22:00,MediCore-Web-VM-01,NetworkOut,1721336,Bytes,,OK
24/07/2026 22:00,MediCore-Web-VM-01,FailedSSHAttempts,1,Count,,OK
24/07/2026 22:00,medicore-db,CPUUtilization,5.29,Percent,,OK
24/07/2026 23:00,MediCore-Web-VM-01,CPUUtilization,1,Percent,,OK
24/07/2026 23:00,MediCore-Web-VM-01,NetworkIn,1039980,Bytes,,OK
24/07/2026 23:00,MediCore-Web-VM-01,NetworkOut,402825,Bytes,,OK
24/07/2026 23:00,MediCore-Web-VM-01,FailedSSHAttempts,2,Count,,OK
24/07/2026 23:00,medicore-db,CPUUtilization,34.04,Percent,,OK
25/07/2026 00:00,MediCore-Web-VM-01,CPUUtilization,12.11,Percent,,OK
25/07/2026 00:00,MediCore-Web-VM-01,NetworkIn,1700766,Bytes,,OK
25/07/2026 00:00,MediCore-Web-VM-01,NetworkOut,1259092,Bytes,,OK
25/07/2026 00:00,MediCore-Web-VM-01,FailedSSHAttempts,15,Count,Failed-SSH-Attempts,ALARM
25/07/2026 00:00,medicore-db,CPUUtilization,9.64,Percent,,OK
25/07/2026 01:00,MediCore-Web-VM-01,CPUUtilization,6.96,Percent,,OK
25/07/2026 01:00,MediCore-Web-VM-01,NetworkIn,355610,Bytes,,OK
25/07/2026 01:00,MediCore-Web-VM-01,NetworkOut,259865,Bytes,,OK
25/07/2026 01:00,MediCore-Web-VM-01,FailedSSHAttempts,2,Count,,OK
25/07/2026 01:00,medicore-db,CPUUtilization,3.94,Percent,,OK
25/07/2026 02:00,MediCore-Web-VM-01,CPUUtilization,22.14,Percent,,OK
25/07/2026 02:00,MediCore-Web-VM-01,NetworkIn,1459849,Bytes,,OK
25/07/2026 02:00,MediCore-Web-VM-01,NetworkOut,1476619,Bytes,,OK
25/07/2026 02:00,MediCore-Web-VM-01,FailedSSHAttempts,0,Count,,OK
25/07/2026 02:00,medicore-db,CPUUtilization,8.39,Percent,,OK
25/07/2026 03:00,MediCore-Web-VM-01,CPUUtilization,20.63,Percent,,OK
25/07/2026 03:00,MediCore-Web-VM-01,NetworkIn,1320815,Bytes,,OK
25/07/2026 03:00,MediCore-Web-VM-01,NetworkOut,678637,Bytes,,OK
25/07/2026 03:00,MediCore-Web-VM-01,FailedSSHAttempts,0,Count,,OK
25/07/2026 03:00,medicore-db,CPUUtilization,8.45,Percent,,OK
25/07/2026 04:00,MediCore-Web-VM-01,CPUUtilization,27.12,Percent,,OK
25/07/2026 04:00,MediCore-Web-VM-01,NetworkIn,1663736,Bytes,,OK
25/07/2026 04:00,MediCore-Web-VM-01,NetworkOut,466886,Bytes,,OK
25/07/2026 04:00,MediCore-Web-VM-01,FailedSSHAttempts,1,Count,,OK
25/07/2026 04:00,medicore-db,CPUUtilization,12.05,Percent,,OK
25/07/2026 05:00,MediCore-Web-VM-01,CPUUtilization,21.77,Percent,,OK
25/07/2026 05:00,MediCore-Web-VM-01,NetworkIn,1986004,Bytes,,OK
25/07/2026 05:00,MediCore-Web-VM-01,NetworkOut,1158771,Bytes,,OK
25/07/2026 05:00,MediCore-Web-VM-01,FailedSSHAttempts,2,Count,,OK
25/07/2026 05:00,medicore-db,CPUUtilization,9.13,Percent,,OK
25/07/2026 06:00,MediCore-Web-VM-01,CPUUtilization,24.25,Percent,,OK
25/07/2026 06:00,MediCore-Web-VM-01,NetworkIn,1129483,Bytes,,OK
25/07/2026 06:00,MediCore-Web-VM-01,NetworkOut,628064,Bytes,,OK
25/07/2026 06:00,MediCore-Web-VM-01,FailedSSHAttempts,3,Count,Failed-SSH-Attempts,ALARM
25/07/2026 06:00,medicore-db,CPUUtilization,8.6,Percent,,OK
25/07/2026 07:00,MediCore-Web-VM-01,CPUUtilization,23.07,Percent,,OK
25/07/2026 07:00,MediCore-Web-VM-01,NetworkIn,1961036,Bytes,,OK
25/07/2026 07:00,MediCore-Web-VM-01,NetworkOut,990919,Bytes,,OK
25/07/2026 07:00,MediCore-Web-VM-01,FailedSSHAttempts,1,Count,,OK
25/07/2026 07:00,medicore-db,CPUUtilization,12.71,Percent,,OK
25/07/2026 08:00,MediCore-Web-VM-01,CPUUtilization,8.78,Percent,,OK
25/07/2026 08:00,MediCore-Web-VM-01,NetworkIn,1179395,Bytes,,OK
25/07/2026 08:00,MediCore-Web-VM-01,NetworkOut,2039166,Bytes,,OK
25/07/2026 08:00,MediCore-Web-VM-01,FailedSSHAttempts,0,Count,,OK
25/07/2026 08:00,medicore-db,CPUUtilization,9.79,Percent,,OK
25/07/2026 09:00,MediCore-Web-VM-01,CPUUtilization,23.19,Percent,,OK
25/07/2026 09:00,MediCore-Web-VM-01,NetworkIn,1574599,Bytes,,OK
25/07/2026 09:00,MediCore-Web-VM-01,NetworkOut,1279693,Bytes,,OK
25/07/2026 09:00,MediCore-Web-VM-01,FailedSSHAttempts,0,Count,,OK
25/07/2026 09:00,medicore-db,CPUUtilization,7.76,Percent,,OK
25/07/2026 10:00,MediCore-Web-VM-01,CPUUtilization,16.54,Percent,,OK
25/07/2026 10:00,MediCore-Web-VM-01,NetworkIn,459770,Bytes,,OK
25/07/2026 10:00,MediCore-Web-VM-01,NetworkOut,525094,Bytes,,OK
25/07/2026 10:00,MediCore-Web-VM-01,FailedSSHAttempts,3,Count,Failed-SSH-Attempts,ALARM
25/07/2026 10:00,medicore-db,CPUUtilization,9.21,Percent,,OK
25/07/2026 11:00,MediCore-Web-VM-01,CPUUtilization,11.84,Percent,,OK
25/07/2026 11:00,MediCore-Web-VM-01,NetworkIn,1242225,Bytes,,OK
25/07/2026 11:00,MediCore-Web-VM-01,NetworkOut,238364,Bytes,,OK
25/07/2026 11:00,MediCore-Web-VM-01,FailedSSHAttempts,0,Count,,OK
25/07/2026 11:00,medicore-db,CPUUtilization,11.81,Percent,,OK
25/07/2026 12:00,MediCore-Web-VM-01,CPUUtilization,29.48,Percent,,OK
25/07/2026 12:00,MediCore-Web-VM-01,NetworkIn,1140805,Bytes,,OK
25/07/2026 12:00,MediCore-Web-VM-01,NetworkOut,563860,Bytes,,OK
25/07/2026 12:00,MediCore-Web-VM-01,FailedSSHAttempts,1,Count,,OK
25/07/2026 12:00,medicore-db,CPUUtilization,3.61,Percent,,OK
25/07/2026 13:00,MediCore-Web-VM-01,CPUUtilization,15.04,Percent,,OK
25/07/2026 13:00,MediCore-Web-VM-01,NetworkIn,1541015,Bytes,,OK
25/07/2026 13:00,MediCore-Web-VM-01,NetworkOut,1228762,Bytes,,OK
25/07/2026 13:00,MediCore-Web-VM-01,FailedSSHAttempts,0,Count,,OK
25/07/2026 13:00,medicore-db,CPUUtilization,7.18,Percent,,OK
25/07/2026 14:00,MediCore-Web-VM-01,CPUUtilization,5.18,Percent,,OK
25/07/2026 14:00,MediCore-Web-VM-01,NetworkIn,0,Bytes,,OK
25/07/2026 14:00,MediCore-Web-VM-01,NetworkOut,519177,Bytes,,OK
25/07/2026 14:00,MediCore-Web-VM-01,FailedSSHAttempts,0,Count,,OK
25/07/2026 14:00,medicore-db,CPUUtilization,3.62,Percent,,OK
25/07/2026 15:00,MediCore-Web-VM-01,CPUUtilization,3.35,Percent,,OK
25/07/2026 15:00,MediCore-Web-VM-01,NetworkIn,1278760,Bytes,,OK
25/07/2026 15:00,MediCore-Web-VM-01,NetworkOut,1391576,Bytes,,OK
25/07/2026 15:00,MediCore-Web-VM-01,FailedSSHAttempts,0,Count,,OK
25/07/2026 15:00,medicore-db,CPUUtilization,11.31,Percent,,OK
25/07/2026 16:00,MediCore-Web-VM-01,CPUUtilization,3.8,Percent,,OK
25/07/2026 16:00,MediCore-Web-VM-01,NetworkIn,1123716,Bytes,,OK
25/07/2026 16:00,MediCore-Web-VM-01,NetworkOut,1416981,Bytes,,OK
25/07/2026 16:00,MediCore-Web-VM-01,FailedSSHAttempts,0,Count,,OK
25/07/2026 16:00,medicore-db,CPUUtilization,7.05,Percent,,OK
25/07/2026 17:00,MediCore-Web-VM-01,CPUUtilization,1,Percent,,OK
25/07/2026 17:00,MediCore-Web-VM-01,NetworkIn,776855,Bytes,,OK
25/07/2026 17:00,MediCore-Web-VM-01,NetworkOut,875595,Bytes,,OK
25/07/2026 17:00,MediCore-Web-VM-01,FailedSSHAttempts,0,Count,,OK
25/07/2026 17:00,medicore-db,CPUUtilization,11.64,Percent,,OK
25/07/2026 18:00,MediCore-Web-VM-01,CPUUtilization,14.11,Percent,,OK
25/07/2026 18:00,MediCore-Web-VM-01,NetworkIn,593505,Bytes,,OK
25/07/2026 18:00,MediCore-Web-VM-01,NetworkOut,10597627,Bytes,High-NetworkOut-WebVM,ALARM
25/07/2026 18:00,MediCore-Web-VM-01,FailedSSHAttempts,1,Count,,OK
25/07/2026 18:00,medicore-db,CPUUtilization,10.57,Percent,,OK
25/07/2026 19:00,MediCore-Web-VM-01,CPUUtilization,7.88,Percent,,OK
25/07/2026 19:00,MediCore-Web-VM-01,NetworkIn,1613776,Bytes,,OK
25/07/2026 19:00,MediCore-Web-VM-01,NetworkOut,1598424,Bytes,,OK
25/07/2026 19:00,MediCore-Web-VM-01,FailedSSHAttempts,0,Count,,OK
25/07/2026 19:00,medicore-db,CPUUtilization,5.28,Percent,,OK
25/07/2026 20:00,MediCore-Web-VM-01,CPUUtilization,1.55,Percent,,OK
25/07/2026 20:00,MediCore-Web-VM-01,NetworkIn,1693755,Bytes,,OK
25/07/2026 20:00,MediCore-Web-VM-01,NetworkOut,524436,Bytes,,OK
25/07/2026 20:00,MediCore-Web-VM-01,FailedSSHAttempts,0,Count,,OK
25/07/2026 20:00,medicore-db,CPUUtilization,5.53,Percent,,OK
25/07/2026 21:00,MediCore-Web-VM-01,CPUUtilization,5.6,Percent,,OK
25/07/2026 21:00,MediCore-Web-VM-01,NetworkIn,0,Bytes,,OK
25/07/2026 21:00,MediCore-Web-VM-01,NetworkOut,753101,Bytes,,OK
25/07/2026 21:00,MediCore-Web-VM-01,FailedSSHAttempts,0,Count,,OK
25/07/2026 21:00,medicore-db,CPUUtilization,2.75,Percent,,OK
25/07/2026 22:00,MediCore-Web-VM-01,CPUUtilization,10.57,Percent,,OK
25/07/2026 22:00,MediCore-Web-VM-01,NetworkIn,355966,Bytes,,OK
25/07/2026 22:00,MediCore-Web-VM-01,NetworkOut,809496,Bytes,,OK
25/07/2026 22:00,MediCore-Web-VM-01,FailedSSHAttempts,1,Count,,OK
25/07/2026 22:00,medicore-db,CPUUtilization,10.88,Percent,,OK
25/07/2026 23:00,MediCore-Web-VM-01,CPUUtilization,7.32,Percent,,OK
25/07/2026 23:00,MediCore-Web-VM-01,NetworkIn,942242,Bytes,,OK
25/07/2026 23:00,MediCore-Web-VM-01,NetworkOut,670134,Bytes,,OK
25/07/2026 23:00,MediCore-Web-VM-01,FailedSSHAttempts,0,Count,,OK
25/07/2026 23:00,medicore-db,CPUUtilization,10.83,Percent,,OK
26/07/2026 00:00,MediCore-Web-VM-01,CPUUtilization,8.45,Percent,,OK
26/07/2026 00:00,MediCore-Web-VM-01,NetworkIn,2103982,Bytes,,OK
26/07/2026 00:00,MediCore-Web-VM-01,NetworkOut,0,Bytes,,OK
26/07/2026 00:00,MediCore-Web-VM-01,FailedSSHAttempts,0,Count,,OK
26/07/2026 00:00,medicore-db,CPUUtilization,13.63,Percent,,OK
26/07/2026 01:00,MediCore-Web-VM-01,CPUUtilization,15.87,Percent,,OK
26/07/2026 01:00,MediCore-Web-VM-01,NetworkIn,1292203,Bytes,,OK
26/07/2026 01:00,MediCore-Web-VM-01,NetworkOut,450569,Bytes,,OK
26/07/2026 01:00,MediCore-Web-VM-01,FailedSSHAttempts,2,Count,,OK
26/07/2026 01:00,medicore-db,CPUUtilization,7.03,Percent,,OK
26/07/2026 02:00,MediCore-Web-VM-01,CPUUtilization,11.82,Percent,,OK
